,district,rooms,size,level,max_levels,price
1737,Yunusobod,4,82.0,3,4,75000.0
1738,Yakkasaroy,4,82.0,5,5,47500.0
1739,Yunusobod,3,70.0,4,4,63000.0
1740,Shayxontohur,2,61.0,2,7,52500.0
1741,Mirzo-Ulugbek,2,65.0,4,5,65000.0
1742,Mirzo-Ulugbek,1,34.0,2,3,21600.0
1743,Yunusobod,1,32.0,4,4,20000.0
1744,Uchtepa,2,56.0,2,5,33500.0
1745,Chilonzor,1,36.0,4,4,24500.0
1746,Chilonzor,1,32.0,1,4,26500.0
1747,Chilonzor,2,46.0,2,4,35500.0
1748,Uchtepa,2,60.0,5,9,35000.0
1749,Chilonzor,2,56.0,1,4,39500.0
1750,Chilonzor,2,56.0,1,4,32500.0
1751,Yashnobod,3,84.0,4,6,37800.0
1752,Uchtepa,1,42.0,4,5,27500.0
1753,Uchtepa,1,42.0,4,5,25000.0
1754,Uchtepa,1,42.0,3,5,29500.0
1756,Chilonzor,3,61.0,3,4,51500.0
1757,Uchtepa,2,45.0,5,5,28500.0
1758,Chilonzor,3,60.0,3,9,65000.0
1759,Yakkasaroy,3,75.0,1,9,85000.0
1760,Yakkasaroy,2,50.0,3,9,40000.0
1761,Olmazor,1,42.0,3,4,35000.0
1763,Shayxontohur,3,80.0,9,9,85999.0
1764,Mirobod,4,155.0,2,12,130000.0
1765,Yunusobod,2,52.0,2,4,74000.0
1766,Sergeli,6,130.0,5,9,75000.0
1767,Yunusobod,3,111.0,6,9,110000.0
1768,Mirobod,3,75.0,6,9,92000.0
1769,Mirzo-Ulugbek,3,68.0,3,4,82000.0
1770,Yakkasaroy,5,116.0,3,9,87000.0
1771,Uchtepa,2,48.0,1,4,42000.0
1772,Chilonzor,1,30.0,1,4,26700.0
1773,Mirobod,3,72.0,4,9,80000.0
1774,Yakkasaroy,2,50.0,3,5,65000.0
1775,Uchtepa,4,98.0,2,9,75000.0
1776,Yakkasaroy,2,52.0,4,5,61000.0
1777,Mirobod,2,62.0,5,9,76000.0
1779,Shayxontohur,3,70.0,5,9,58000.0
1780,Yashnobod,4,100.0,1,4,107000.0
1781,Yakkasaroy,1,50.0,4,12,52000.0
1782,Mirzo-Ulugbek,4,92.0,2,4,65000.0
1783,Mirobod,3,120.0,3,8,125000.0
1784,Yakkasaroy,2,42.0,4,4,40500.0
1785,Yakkasaroy,2,55.0,3,9,50500.0
1787,Yakkasaroy,1,34.0,2,5,56000.0
1788,Mirobod,2,58.0,2,4,62000.0
1789,Yashnobod,2,50.0,1,5,42000.0
1790,Mirzo-Ulugbek,3,131.0,2,8,165000.0
1791,Mirobod,3,75.0,2,4,75000.0
1792,Uchtepa,3,70.0,3,4,40000.0
1793,Yashnobod,2,55.0,4,5,73500.0
1794,Yunusobod,2,90.0,2,8,110000.0
1795,Mirzo-Ulugbek,2,60.0,1,9,58000.0
1796,Uchtepa,3,65.0,4,4,44500.0
1797,Chilonzor,2,70.0,2,9,80000.0
1798,Uchtepa,2,46.0,2,4,37000.0
1799,Chilonzor,2,50.0,1,4,35500.0
1800,Mirobod,3,70.0,3,4,42000.0
1801,Yunusobod,2,60.0,4,5,38000.0
1803,Olmazor,2,57.0,5,5,33000.0
1805,Sergeli,5,125.0,6,9,51000.0
1806,Chilonzor,2,50.0,4,4,34000.0
1807,Yunusobod,4,90.0,4,5,55000.0
1809,Uchtepa,2,56.0,6,6,37500.0
1810,Olmazor,2,59.0,5,5,33000.0
1811,Shayxontohur,3,95.0,3,6,39000.0
1812,Uchtepa,4,96.0,5,9,49900.0
1813,Chilonzor,2,48.0,1,4,39000.0
1814,Yashnobod,2,45.82,1,5,29000.0
1815,Chilonzor,2,51.0,5,5,32500.0
1816,Mirzo-Ulugbek,3,70.0,4,4,75000.0
1817,Chilonzor,1,37.0,1,4,26500.0
1818,Olmazor,2,69.0,3,9,40795.0
1819,Yunusobod,4,84.0,3,4,73000.0
1820,Olmazor,3,69.33,2,4,46000.0
1821,Olmazor,4,86.0,1,5,57000.0
1822,Chilonzor,2,48.0,2,4,44000.0
1823,Chilonzor,4,138.0,1,3,135000.0
1824,Mirzo-Ulugbek,1,42.0,2,4,62000.0
1825,Yakkasaroy,3,105.0,1,8,112000.0
1826,Yunusobod,3,80.0,1,10,90000.0
1827,Yakkasaroy,3,80.0,1,10,90000.0
1828,Yunusobod,2,54.0,2,4,58000.0
1829,Yakkasaroy,3,75.0,3,9,53000.0
1830,Shayxontohur,2,55.0,3,4,43000.0
1831,Yakkasaroy,1,27.0,3,3,19500.0
1832,Olmazor,2,50.0,1,9,37000.0
1833,Olmazor,2,58.0,2,9,34000.0
1834,Mirzo-Ulugbek,2,45.0,3,3,26000.0
1835,Yunusobod,1,45.0,5,5,24000.0
1836,Yashnobod,2,58.0,3,3,37000.0
1837,Mirzo-Ulugbek,3,74.0,4,4,51000.0
1838,Mirzo-Ulugbek,3,80.0,1,4,98000.0
1839,Yunusobod,4,110.0,3,9,88000.0
1840,Mirobod,3,70.0,2,4,60000.0
1841,Uchtepa,4,80.0,5,5,45000.0
1842,Uchtepa,3,100.0,4,12,54000.0
1843,Yakkasaroy,4,110.0,3,10,73000.0
1844,Yunusobod,1,46.0,7,9,39500.0
1845,Uchtepa,3,78.0,2,4,56000.0
1846,Mirzo-Ulugbek,2,48.0,3,3,33000.0
1847,Yunusobod,4,99.0,1,4,72000.0
1848,Yakkasaroy,1,29.0,9,9,15714.0
1849,Yakkasaroy,2,65.0,2,9,52500.0
1850,Mirzo-Ulugbek,2,50.0,1,5,52000.0
1852,Uchtepa,4,80.0,1,4,58000.0
1853,Uchtepa,2,54.0,5,5,30000.0
1854,Uchtepa,3,90.0,2,5,65000.0
1855,Uchtepa,2,50.0,4,4,33000.0
1856,Uchtepa,4,91.0,2,4,65000.0
1857,Mirobod,2,61.0,2,4,39000.0
1858,Yunusobod,3,101.0,8,9,125000.0
1859,Yashnobod,3,74.0,8,9,59500.0
1860,Shayxontohur,3,72.0,2,9,58999.0
1861,Mirzo-Ulugbek,3,90.0,2,9,51000.0
1862,Yakkasaroy,3,65.5,2,4,60800.0
1863,Mirzo-Ulugbek,3,73.0,5,5,39000.0
1864,Mirzo-Ulugbek,2,50.0,1,4,30000.0
1865,Mirzo-Ulugbek,2,40.0,1,3,26000.0
1866,Mirzo-Ulugbek,2,40.0,5,5,31500.0
1867,Yakkasaroy,1,44.0,2,9,27000.0
1868,Yunusobod,2,60.0,4,5,37000.0
1869,Yashnobod,1,59.0,3,6,23600.0
1870,Uchtepa,2,47.0,5,5,32000.0
1871,Uchtepa,4,80.0,1,5,70000.0
1872,Uchtepa,4,80.0,5,5,43000.0
1873,Yunusobod,3,78.0,4,4,55000.0
1874,Mirzo-Ulugbek,2,60.0,6,9,34000.0
1875,Chilonzor,2,42.0,4,5,28500.0
1876,Mirzo-Ulugbek,2,42.0,2,5,33500.0
1877,Mirzo-Ulugbek,2,55.0,5,5,35000.0
1878,Uchtepa,1,42.0,2,5,28000.0
1879,Mirzo-Ulugbek,2,55.0,4,4,35000.0
1880,Yunusobod,2,50.0,4,4,33500.0
1881,Sergeli,1,44.0,5,7,29000.0
1882,Shayxontohur,3,70.0,2,4,70000.0
1883,Yakkasaroy,2,36.0,1,4,30000.0
1885,Mirzo-Ulugbek,2,52.0,1,5,31000.0
1886,Yakkasaroy,3,75.0,6,8,115000.0
1887,Yashnobod,3,75.0,5,9,64700.0
1888,Mirzo-Ulugbek,2,50.0,3,4,40000.0
1889,Shayxontohur,3,78.0,6,9,55000.0
1890,Mirobod,3,61.0,4,4,60000.0
1891,Uchtepa,2,48.0,5,5,27500.0
1892,Uchtepa,1,42.0,3,5,32000.0
1893,Uchtepa,4,80.0,5,5,48000.0
1894,Uchtepa,2,42.0,1,4,32000.0
1895,Yakkasaroy,2,98.0,6,8,95000.0
1896,Olmazor,3,70.0,3,4,41000.0
1897,Yashnobod,3,75.0,4,9,62000.0
1898,Mirzo-Ulugbek,3,130.0,3,9,155000.0
1899,Mirobod,4,120.0,1,4,135000.0
1900,Sergeli,3,56.0,1,7,45000.0
1901,Yunusobod,3,70.0,1,4,60000.0
1902,Chilonzor,3,98.0,8,10,60000.0
1903,Olmazor,5,100.0,4,4,54000.0
1904,Mirobod,4,121.0,5,9,115000.0
1905,Yunusobod,2,58.0,4,5,33500.0
1906,Mirobod,4,92.0,2,5,55000.0
1907,Sergeli,3,80.0,8,9,41000.0
1908,Mirzo-Ulugbek,3,72.0,4,4,41000.0
1909,Bektemir,1,41.0,2,2,19000.0
1912,Olmazor,4,83.0,5,5,40000.0
1913,Yakkasaroy,3,72.0,3,4,95000.0
1914,Mirzo-Ulugbek,3,60.0,4,4,29000.0
1915,Yakkasaroy,3,76.0,5,9,43500.0
1916,Yakkasaroy,1,38.0,2,5,27500.0
1917,Chilonzor,1,27.0,3,3,19500.0
1918,Yakkasaroy,2,58.0,5,5,41000.0
1919,Mirzo-Ulugbek,4,80.0,5,5,47000.0
1920,Mirzo-Ulugbek,3,80.0,4,4,88000.0
1921,Mirzo-Ulugbek,1,36.0,4,4,21000.0
1924,Uchtepa,1,40.0,2,4,26500.0
1925,Yunusobod,2,52.0,3,4,75000.0
1926,Mirobod,2,65.0,5,9,71000.0
1927,Chilonzor,2,48.0,3,4,31000.0
1928,Yunusobod,2,85.0,5,9,105000.0
1929,Yashnobod,2,59.0,3,6,25408.0
1930,Chilonzor,1,32.0,3,4,30000.0
1931,Mirobod,3,65.0,2,2,32500.0
1932,Mirobod,2,68.0,5,5,44500.0
1933,Shayxontohur,3,72.0,8,9,55000.0
1934,Yunusobod,2,65.0,3,4,76000.0
1935,Olmazor,3,183.0,3,4,90000.0
1936,Uchtepa,2,50.0,1,4,40000.0
1937,Olmazor,4,130.0,4,4,80000.0
1938,Yashnobod,1,42.0,4,8,14800.0
1939,Olmazor,3,96.0,4,5,145000.0
1940,Mirzo-Ulugbek,3,88.0,2,4,132000.0
1941,Chilonzor,2,84.0,3,7,69000.0
1942,Mirzo-Ulugbek,3,85.0,4,4,84000.0
1943,Yunusobod,2,60.0,6,9,55000.0
1944,Chilonzor,3,77.0,1,4,48000.0
1946,Chilonzor,3,60.0,4,4,57500.0
1947,Chilonzor,4,135.0,4,4,95000.0
1948,Uchtepa,4,97.0,1,9,82000.0
1949,Yakkasaroy,2,82.0,6,9,49200.0
1950,Uchtepa,1,40.0,1,4,25500.0
1951,Mirobod,4,130.0,3,9,105000.0
1952,Yakkasaroy,2,64.0,1,5,42000.0
1953,Uchtepa,3,72.0,4,9,43500.0
1954,Mirzo-Ulugbek,1,26.0,1,3,17000.0
1955,Mirzo-Ulugbek,3,100.0,5,7,70000.0
1956,Yashnobod,3,72.0,4,4,80000.0
1957,Mirobod,2,62.0,9,9,46000.0
1958,Mirobod,3,75.0,3,4,75000.0
1959,Mirzo-Ulugbek,1,35.0,4,4,29000.0
1960,Mirzo-Ulugbek,1,41.0,1,5,28000.0
1961,Yakkasaroy,1,39.0,1,5,26700.0
1962,Yunusobod,4,94.0,1,9,66000.0
1963,Olmazor,3,70.0,4,4,37500.0
1964,Mirzo-Ulugbek,3,80.0,3,4,115000.0
1965,Chilonzor,2,50.0,2,4,46000.0
1966,Mirzo-Ulugbek,4,90.0,2,4,123000.0
1968,Mirzo-Ulugbek,2,42.0,2,4,81000.0
1969,Mirzo-Ulugbek,3,90.0,4,7,55500.0
1970,Mirobod,4,121.0,2,8,140000.0
1971,Uchtepa,4,80.0,3,5,52000.0
1972,Chilonzor,1,30.0,1,3,25000.0
1973,Mirzo-Ulugbek,3,70.0,3,4,100000.0
1974,Mirzo-Ulugbek,3,105.0,5,5,100000.0
1975,Mirzo-Ulugbek,3,72.0,4,5,67000.0
1977,Yunusobod,3,70.0,1,4,72500.0
1978,Yakkasaroy,3,105.0,7,10,135000.0
1979,Mirzo-Ulugbek,2,55.0,4,4,60000.0
1980,Chilonzor,3,72.0,2,4,54000.0
1981,Mirzo-Ulugbek,1,40.0,3,4,60000.0
1982,Chilonzor,4,132.0,3,8,88308.0
1983,Shayxontohur,3,68.41,4,9,60000.0
1984,Chilonzor,3,97.0,4,8,64505.0
1985,Mirzo-Ulugbek,2,59.0,2,4,57500.0
1986,Chilonzor,3,97.0,3,8,64505.0
1987,Mirzo-Ulugbek,2,62.0,9,9,56500.0
1988,Chilonzor,3,97.0,7,8,67997.0
1989,Yakkasaroy,2,46.0,3,5,46500.0
1990,Yashnobod,1,45.0,2,5,26000.0
1991,Yunusobod,5,140.0,7,7,77000.0
1992,Yakkasaroy,1,39.0,5,5,26700.0
1993,Shayxontohur,4,125.0,1,5,118000.0
1994,Mirobod,2,43.0,4,4,20800.0
1995,Yashnobod,3,72.0,8,9,64000.0
1996,Shayxontohur,5,150.0,2,2,138000.0
1997,Shayxontohur,2,75.0,4,7,47000.0
1998,Chilonzor,3,97.0,7,8,67997.0
1999,Yunusobod,1,42.0,3,4,48500.0
2000,Yakkasaroy,5,116.0,3,9,88000.0
2001,Chilonzor,3,97.0,2,8,66445.0
2002,Shayxontohur,3,68.41,4,9,60000.0
2003,Mirzo-Ulugbek,2,43.0,5,5,49000.0
2004,Chilonzor,4,132.0,1,8,96096.0
2005,Chilonzor,4,132.0,1,8,96096.0
2006,Chilonzor,3,97.0,1,8,72944.0
2007,Mirobod,3,110.0,5,9,105000.0
2008,Chilonzor,3,97.0,1,8,72944.0
2009,Sergeli,4,96.0,8,9,46000.0
2010,Chilonzor,3,97.0,1,8,72750.0
2011,Yashnobod,1,37.0,2,8,13067.0
2012,Chilonzor,3,97.0,8,8,59849.0
2013,Chilonzor,3,97.0,8,8,59849.0
2014,Uchtepa,2,57.0,1,4,40000.0
2015,Mirzo-Ulugbek,3,126.0,5,6,141922.0
2016,Yunusobod,2,55.0,5,5,29500.0
2017,Mirzo-Ulugbek,2,57.0,5,5,45000.0
2018,Chilonzor,3,97.0,8,8,59849.0
2019,Chilonzor,3,97.0,5,8,61692.0
2020,Yunusobod,3,68.0,3,4,63000.0
2021,Chilonzor,1,24.0,3,3,20000.0
2022,Mirzo-Ulugbek,3,80.0,2,4,92000.0
2023,Yunusobod,3,100.0,2,4,88000.0
2024,Yunusobod,4,82.0,1,2,104000.0
2025,Mirobod,2,65.0,2,4,85000.0
2026,Yunusobod,4,88.0,4,4,78000.0
2027,Yunusobod,4,90.0,4,5,150000.0
2029,Sergeli,3,105.6,9,9,45474.0
2030,Yakkasaroy,3,70.0,3,3,55000.0
2031,Yakkasaroy,1,43.0,5,16,38500.0
2032,Yakkasaroy,5,115.0,4,5,70500.0
2033,Yashnobod,3,80.0,2,4,74000.0
2034,Chilonzor,2,42.0,2,4,32500.0
2035,Uchtepa,2,42.0,1,4,34000.0
2036,Chilonzor,2,40.0,3,4,38500.0
2037,Mirobod,3,83.0,7,9,65000.0
2038,Yashnobod,2,56.0,4,9,53000.0
2039,Uchtepa,3,115.0,6,9,80000.0
2040,Yunusobod,4,97.0,2,9,80000.0
2041,Chilonzor,6,120.0,1,4,84000.0
2042,Mirobod,4,200.0,6,9,162000.0
2043,Yashnobod,3,75.0,5,9,79000.0
2044,Mirzo-Ulugbek,3,76.0,2,5,57000.0
2045,Chilonzor,3,54.0,4,4,37000.0
2046,Shayxontohur,3,72.0,8,9,42500.0
2047,Olmazor,1,40.0,5,5,23500.0
2048,Olmazor,2,60.0,1,4,40000.0
2049,Mirzo-Ulugbek,2,63.0,4,9,55500.0
2050,Mirobod,5,120.0,8,9,115000.0
2051,Mirobod,4,100.0,2,16,98000.0
2052,Sergeli,5,120.0,9,9,59000.0
2053,Mirobod,3,105.0,7,7,95000.0
2054,Mirobod,3,94.0,2,7,96000.0
2055,Mirzo-Ulugbek,3,75.0,4,9,66000.0
2056,Yakkasaroy,2,83.0,5,7,77000.0
2057,Mirobod,3,75.0,6,9,103000.0
2058,Yakkasaroy,4,105.0,1,9,67000.0
2059,Mirobod,2,40.0,1,1,23500.0
2060,Mirzo-Ulugbek,2,60.0,2,4,78000.0
2061,Mirobod,1,38.0,2,9,38000.0
2062,Yakkasaroy,5,215.0,8,9,165000.0
2063,Yunusobod,3,105.0,3,4,69000.0
2064,Mirobod,2,90.0,9,12,65000.0
2065,Mirobod,3,75.0,9,9,56000.0
2066,Mirobod,3,125.0,4,9,130000.0
2067,Mirobod,2,75.0,3,9,91000.0
2068,Mirobod,2,80.0,1,9,88000.0
2069,Mirobod,3,75.0,9,9,80000.0
2070,Yakkasaroy,3,80.0,11,16,48000.0
2071,Mirobod,2,53.0,3,4,54000.0
2072,Yashnobod,3,140.0,2,4,140000.0
2073,Mirobod,5,120.0,13,16,115000.0
2074,Yakkasaroy,2,70.0,1,9,56000.0
2075,Yakkasaroy,4,150.0,4,16,64000.0
2076,Yunusobod,4,86.0,4,4,63000.0
2077,Yashnobod,3,93.0,2,13,33776.0
2078,Yunusobod,4,110.0,3,9,88000.0
2079,Yunusobod,1,65.0,2,4,75500.0
2080,Yunusobod,2,51.0,3,4,50000.0
2081,Yunusobod,2,60.0,2,9,44500.0
2082,Chilonzor,3,95.0,7,7,40858.0
2083,Mirzo-Ulugbek,3,80.0,5,5,36000.0
2084,Chilonzor,3,68.0,3,5,42000.0
2085,Mirzo-Ulugbek,3,86.0,3,4,93000.0
2086,Mirzo-Ulugbek,5,101.0,6,9,86000.0
2087,Mirzo-Ulugbek,2,60.0,1,5,71000.0
2088,Yunusobod,1,40.0,2,4,62500.0
2089,Yashnobod,3,70.0,2,5,47000.0
2090,Yunusobod,3,125.0,5,9,110000.0
2091,Yakkasaroy,1,44.0,2,9,27000.0
2092,Yunusobod,2,60.0,9,9,49999.0
2093,Yashnobod,4,94.0,5,9,65000.0
2094,Yunusobod,4,90.0,2,4,78000.0
2095,Yunusobod,3,74.0,4,4,64000.0
2096,Mirzo-Ulugbek,3,70.0,4,4,32500.0
2097,Mirzo-Ulugbek,4,100.0,3,4,88000.0
2098,Mirzo-Ulugbek,1,38.51,3,4,21000.0
2099,Mirzo-Ulugbek,2,50.0,4,4,26500.0
2100,Yunusobod,4,86.0,2,4,74000.0
2101,Yakkasaroy,5,116.0,3,9,88000.0
2102,Mirzo-Ulugbek,2,51.0,4,4,25500.0
2103,Yakkasaroy,3,76.0,5,9,43500.0
2104,Mirzo-Ulugbek,1,34.0,4,4,20500.0
2105,Mirzo-Ulugbek,3,70.0,2,4,36000.0
2106,Yangihayot,2,28.0,1,4,23000.0
2107,Yakkasaroy,2,52.0,4,5,32500.0
2108,Shayxontohur,3,72.0,2,9,58500.0
2109,Mirzo-Ulugbek,3,110.0,4,7,158000.0
2110,Yashnobod,2,58.0,5,5,31000.0
2111,Yakkasaroy,5,113.0,4,5,70000.0
2112,Mirobod,2,50.0,5,6,60000.0
2113,Yashnobod,2,62.0,7,9,33500.0
2114,Sergeli,2,43.0,2,7,31000.0
2115,Yunusobod,1,34.0,3,4,24500.0
2116,Mirzo-Ulugbek,3,80.0,7,8,70000.0
2117,Yashnobod,3,75.0,4,9,53000.0
2118,Mirobod,3,67.0,2,4,60000.0
2119,Mirzo-Ulugbek,1,35.0,3,5,32500.0
2120,Mirzo-Ulugbek,3,88.0,5,9,105000.0
2121,Chilonzor,4,80.0,3,5,45000.0
2123,Yunusobod,5,105.0,3,5,95000.0
2124,Yakkasaroy,3,90.0,5,5,45000.0
2125,Chilonzor,3,91.0,3,4,49000.0
2126,Mirzo-Ulugbek,4,95.0,7,9,50000.0
2127,Chilonzor,1,24.0,3,3,20000.0
2128,Mirobod,3,85.0,5,9,74000.0
2129,Uchtepa,4,92.0,3,4,62000.0
2130,Yakkasaroy,1,44.0,2,9,27000.0
2131,Sergeli,2,62.0,2,9,37000.0
2132,Mirobod,2,55.0,3,4,51000.0
2133,Mirobod,2,62.0,3,9,53000.0
2134,Chilonzor,3,67.0,4,4,35500.0
2135,Uchtepa,2,64.0,3,5,38000.0
2136,Mirobod,1,42.0,5,6,60000.0
2137,Yashnobod,4,100.0,3,4,145000.0
2138,Uchtepa,2,63.0,9,9,33000.0
2139,Mirzo-Ulugbek,1,40.0,3,3,32500.0
2140,Mirzo-Ulugbek,1,40.0,3,3,32500.0
2141,Mirzo-Ulugbek,1,18.0,4,4,12000.0
2142,Chilonzor,4,100.0,4,9,95000.0
2143,Mirzo-Ulugbek,1,41.0,3,4,31000.0
2144,Mirzo-Ulugbek,1,39.0,1,4,26000.0
2145,Mirzo-Ulugbek,1,24.0,2,4,13500.0
2146,Mirzo-Ulugbek,1,33.0,3,5,25500.0
2147,Mirzo-Ulugbek,2,45.0,2,4,33505.0
2148,Yakkasaroy,5,116.0,3,9,88000.0
2149,Mirzo-Ulugbek,2,60.0,1,5,46000.0
2151,Yakkasaroy,2,42.0,5,9,23500.0
2152,Yakkasaroy,2,43.0,5,9,25500.0
2153,Yakkasaroy,2,54.0,2,9,29500.0
2154,Yakkasaroy,2,64.0,1,5,42000.0
2155,Yakkasaroy,4,96.0,2,5,84000.0
2156,Chilonzor,1,30.0,1,4,24500.0
2157,Yakkasaroy,4,110.0,4,8,71800.0
2158,Yakkasaroy,2,36.0,2,5,37000.0
2159,Mirobod,3,100.0,3,7,130000.0
2160,Sergeli,2,50.0,1,4,37000.0
2161,Mirzo-Ulugbek,2,65.0,5,5,37000.0
2162,Chilonzor,3,88.0,6,8,55000.0
2163,Mirzo-Ulugbek,2,64.0,5,5,34000.0
2164,Mirobod,4,100.0,7,9,105000.0
2165,Mirzo-Ulugbek,3,69.0,4,4,47000.0
2166,Mirzo-Ulugbek,2,59.0,3,5,44000.0
2167,Mirzo-Ulugbek,3,62.0,3,4,37000.0
2168,Yakkasaroy,2,36.0,2,4,29500.0
2169,Yakkasaroy,2,51.0,4,4,33500.0
2170,Mirobod,1,38.0,2,9,37000.0
2171,Yakkasaroy,2,59.0,1,2,33500.0
2172,Yakkasaroy,2,42.0,2,2,34500.0
2173,Yakkasaroy,2,45.0,1,2,40000.0
2174,Mirobod,2,52.0,8,8,87000.0
2175,Yakkasaroy,2,53.0,1,9,36500.0
2176,Mirobod,4,120.0,2,8,145000.0
2177,Yakkasaroy,3,106.0,4,6,138000.0
2178,Yakkasaroy,2,42.0,1,2,37000.0
2179,Yakkasaroy,4,100.0,7,9,60000.0
2180,Yakkasaroy,1,40.0,2,5,27500.0
2182,Mirobod,3,105.0,2,8,172000.0
2183,Yunusobod,3,70.0,4,4,64500.0
2184,Mirobod,4,98.0,1,4,64000.0
2185,Yakkasaroy,2,56.0,4,4,37000.0
2186,Mirobod,2,50.0,3,5,38500.0
2187,Mirzo-Ulugbek,3,74.0,8,9,50000.0
2188,Yakkasaroy,4,131.0,7,8,85000.0
2189,Mirzo-Ulugbek,2,60.0,3,9,53000.0
2190,Mirobod,4,147.0,3,12,136500.0
2191,Yunusobod,1,42.0,4,4,25000.0
2192,Mirzo-Ulugbek,3,65.0,4,5,41500.0
2193,Uchtepa,1,42.0,4,5,25500.0
2194,Mirzo-Ulugbek,3,74.0,2,9,58000.0
2195,Uchtepa,2,58.0,2,5,33800.0
2196,Mirzo-Ulugbek,2,50.0,1,4,36500.0
2197,Chilonzor,3,90.0,5,9,39500.0
2198,Mirobod,2,62.0,9,9,57000.0
2199,Mirzo-Ulugbek,2,64.0,1,4,65000.0
2200,Chilonzor,3,67.0,4,4,35500.0
2201,Mirobod,4,120.0,1,4,135000.0
2202,Yakkasaroy,2,54.0,1,2,37000.0
2203,Yashnobod,3,63.0,4,5,43500.0
2204,Yakkasaroy,2,55.0,4,5,37000.0
2205,Yakkasaroy,2,60.0,8,9,37000.0
2206,Yakkasaroy,2,48.0,1,4,37500.0
2207,Yunusobod,2,60.0,2,4,75000.0
2208,Mirzo-Ulugbek,2,47.0,3,9,46500.0
2209,Mirzo-Ulugbek,2,40.0,2,5,40000.0
2210,Yunusobod,2,55.0,5,5,31500.0
2211,Mirzo-Ulugbek,2,50.0,2,4,32000.0
2212,Mirzo-Ulugbek,2,55.0,4,4,32000.0
2213,Mirzo-Ulugbek,2,60.0,2,4,42000.0
2214,Mirzo-Ulugbek,1,24.0,3,4,15000.0
2215,Yunusobod,3,81.0,4,4,61500.0
2216,Mirzo-Ulugbek,2,65.0,3,9,60000.0
2217,Yakkasaroy,2,52.0,9,12,38500.0
2218,Olmazor,3,113.0,3,4,80000.0
2219,Mirzo-Ulugbek,2,60.0,1,4,39000.0
2220,Chilonzor,2,51.0,1,4,36500.0
2221,Uchtepa,2,50.0,1,4,36500.0
2222,Mirobod,4,130.0,3,9,105000.0
2223,Mirzo-Ulugbek,2,55.0,5,5,33000.0
2224,Mirobod,3,113.0,5,5,65000.0
2225,Chilonzor,2,50.0,5,5,42000.0
2226,Chilonzor,2,51.0,1,4,39500.0
2227,Chilonzor,5,100.0,2,4,68000.0
2228,Uchtepa,2,54.0,3,5,35000.0
2229,Mirzo-Ulugbek,3,75.0,3,4,67000.0
2231,Yakkasaroy,2,48.0,1,4,39000.0
2232,Yunusobod,3,125.0,3,9,82000.0
2233,Yakkasaroy,2,53.0,9,12,39000.0
2234,Yunusobod,2,60.0,2,9,55000.0
2235,Yakkasaroy,2,53.0,5,8,43000.0
2236,Yunusobod,4,160.0,3,9,105000.0
2237,Yakkasaroy,2,42.0,2,2,39000.0
2238,Yakkasaroy,2,40.0,1,4,40000.0
2239,Yakkasaroy,2,55.0,3,9,40000.0
2240,Mirobod,2,50.0,4,4,47000.0
2241,Yakkasaroy,2,50.0,2,2,41000.0
2242,Chilonzor,1,30.0,2,4,25700.0
2244,Mirzo-Ulugbek,1,26.0,3,4,22500.0
2245,Sergeli,2,52.0,2,5,36500.0
2246,Mirzo-Ulugbek,3,80.0,1,4,110000.0
2247,Mirzo-Ulugbek,1,40.0,5,5,26500.0
2248,Mirzo-Ulugbek,1,40.0,4,4,25000.0
2249,Shayxontohur,4,100.0,5,9,76000.0
2250,Mirzo-Ulugbek,2,50.0,3,4,42000.0
2251,Yakkasaroy,2,52.0,4,4,41000.0
2252,Mirobod,2,65.0,2,4,66000.0
2253,Mirzo-Ulugbek,4,140.0,4,5,105000.0
2254,Yakkasaroy,2,48.0,2,3,42000.0
2255,Mirobod,1,45.0,1,4,42000.0
2256,Shayxontohur,2,74.0,8,9,65000.0
2257,Chilonzor,2,55.0,2,2,44000.0
2258,Mirzo-Ulugbek,1,40.0,1,4,24000.0
2259,Mirzo-Ulugbek,1,36.0,2,4,25000.0
2260,Mirzo-Ulugbek,1,18.0,4,4,12000.0
2261,Mirzo-Ulugbek,1,31.0,2,3,20000.0
2262,Yunusobod,3,72.0,3,4,75000.0
2263,Yunusobod,3,75.0,1,4,107000.0
2264,Yunusobod,1,43.0,7,9,38000.0
2265,Yunusobod,4,279.0,1,3,150000.0
2266,Yashnobod,1,52.0,4,5,57000.0
2267,Yakkasaroy,2,50.0,7,8,45000.0
2268,Yakkasaroy,2,53.0,4,5,46000.0
2269,Mirobod,3,85.0,2,5,78000.0
2270,Yakkasaroy,2,55.0,2,4,146000.0
2271,Mirobod,3,80.0,3,5,72000.0
2272,Mirobod,3,75.0,4,5,55000.0
2273,Yunusobod,1,43.0,1,4,47500.0
2274,Yunusobod,3,75.0,1,4,95000.0
2275,Mirzo-Ulugbek,3,110.0,5,5,105000.0
2276,Yashnobod,3,86.0,4,9,89000.0
2277,Yakkasaroy,2,69.0,4,9,47000.0
2278,Olmazor,3,70.0,6,7,57000.0
2279,Mirzo-Ulugbek,2,60.0,3,5,45000.0
2280,Yashnobod,3,80.0,1,5,78000.0
2281,Mirobod,4,100.0,4,4,68000.0
2282,Yakkasaroy,2,68.0,9,9,47000.0
2283,Yakkasaroy,2,66.0,2,9,47000.0
2284,Mirobod,5,110.0,8,9,83000.0
2285,Yashnobod,3,75.0,6,9,82000.0
2286,Yakkasaroy,2,50.0,2,3,47000.0
